count,temperature,command,error,feedback     
  2419,29, 132.00,   1.16, 133.16
  2420,29, 155.50,  -0.29, 155.21
  2421,29, 152.50,   0.20, 152.70
  2422,29,  26.00,   1.41,  27.41
  2423,29,  92.50,   1.94,  94.44
  2424,29,  45.50,   1.83,  47.33
  2425,29,  59.00,   1.86,  60.86
  2426,29,  98.00,   1.58,  99.58
  2427,29, 156.00,  -0.16, 155.84
  2428,29, 138.50,   1.05, 139.55
  2429,29,  29.50,   1.67,  31.17
  2430,29,  31.00,   1.17,  32.17
  2431,29, 160.00,  -0.15, 159.85
  2432,29, 160.50,  -0.53, 159.97
  2433,29, 103.00,   1.84, 104.84
  2434,29,  40.50,   1.95,  42.45
  2435,29,  74.00,   2.15,  76.15
  2436,29,  10.50,  -0.13,  10.37
  2437,29,  19.00,   0.89,  19.89
  2438,29,  36.50,   2.19,  38.69
  2439,29, 107.00,   1.23, 108.23
  2440,29,  10.50,  -0.38,  10.12
  2441,29, 161.50,  -0.40, 161.10
  2442,29,  35.00,   1.81,  36.81
  2443,29, 166.50,  -0.76, 165.74
  2444,29, 102.00,   1.59, 103.59
  2445,29, 134.00,   0.79, 134.79
  2446,29, 125.00,   1.52, 126.52
  2447,29,  85.00,   2.18,  87.18
  2448,29,  94.50,   1.57,  96.07
  2449,29,  53.00,   2.10,  55.10
  2450,29, 153.50,   0.08, 153.58
  2451,29,  93.00,   2.32,  95.32
  2452,29, 139.50,   0.55, 140.05
  2453,29, 128.50,   1.40, 129.90
  2454,29,  75.00,   2.28,  77.28
  2455,29,  48.50,   1.84,  50.34
  2456,29, 139.50,   0.55, 140.05
  2457,29,  36.00,   1.94,  37.94
  2458,29, 114.00,   1.12, 115.12
  2459,29,  79.00,   2.41,  81.41
  2460,29,  35.00,   1.93,  36.93
  2461,29,  92.00,   1.69,  93.69
  2462,29,  30.50,   2.05,  32.55
  2463,29, 128.00,   0.90, 128.90
  2464,29,  67.00,   2.01,  69.01
  2465,29,  70.00,   2.02,  72.02
  2466,29, 155.50,   0.09, 155.59
  2467,29, 108.00,   1.73, 109.73
  2468,29,  12.00,  -0.13,  11.87
  2469,29,  84.50,   2.43,  86.93
  2470,29, 116.50,   1.12, 117.62
  2471,29, 106.50,   1.73, 108.23
  2472,29,  52.50,   1.97,  54.47
  2473,29, 105.50,   1.22, 106.72
  2474,29,  50.00,   2.09,  52.09
  2475,29,  98.00,   1.33,  99.33
  2476,29,  21.50,   1.40,  22.90
  2477,29, 125.50,   1.02, 126.52
  2478,29,  87.50,   2.06,  89.56
  2479,29,  74.00,   2.02,  76.02
  2480,29, 130.00,   0.65, 130.65
  2481,29,  68.50,   2.26,  70.76
  2482,29, 143.00,   0.31, 143.31
  2483,29, 137.00,   0.67, 137.67
  2484,29,  92.00,   2.07,  94.07
  2485,29, 131.50,   0.66, 132.16
  2486,29, 110.50,   1.61, 112.11
  2487,29,  97.00,   1.95,  98.95
  2488,29,  99.00,   1.08, 100.08
  2489,29,  29.00,   1.92,  30.92
  2490,29,  44.00,   1.95,  45.95
  2491,29, 134.00,   0.66, 134.66
  2492,29,  60.50,   2.37,  62.87
  2493,29, 139.00,   0.30, 139.30
  2494,29, 146.50,   0.07, 146.57
  2495,29,  12.00,  -0.13,  11.87
  2496,29, 120.50,   1.13, 121.63
  2497,29, 115.50,   1.62, 117.12
  2498,29,  79.50,   2.41,  81.91
  2499,29,  15.50,   0.88,  16.38
  2500,29,  80.00,   2.16,  82.16
  2501,29,  56.50,   1.98,  58.48
  2502,29, 120.50,   1.26, 121.76
  2503,29, 100.50,   1.59, 102.09
  2504,29,  71.50,   2.14,  73.64
  2505,29,  45.00,   1.58,  46.58
  2506,29,  37.00,   1.94,  38.94
  2507,29, 120.50,   1.26, 121.76
  2508,29, 165.50,  -0.52, 164.98
  2509,29,  32.00,   1.93,  33.93
  2510,29,  26.00,   1.79,  27.79
  2511,29,  23.50,   1.53,  25.03
  2512,29,  61.00,   1.99,  62.99
  2513,29,  10.50,  -0.13,  10.37
  2514,29,  47.50,   2.21,  49.71
  2515,29, 122.00,   1.01, 123.01
  2516,29, 158.00,  -0.28, 157.72
  2517,29, 149.00,   0.57, 149.57
  2518,29, 131.50,   1.16, 132.66
  2519,29, 134.00,   0.79, 134.79
  2520,29, 158.50,  -0.41, 158.09
  2521,29,  71.00,   2.02,  73.02
  2522,29,  79.50,   1.41,  80.91
  2523,29,  97.00,   1.45,  98.45
  2524,29,  39.00,   1.82,  40.82
  2525,29,  46.00,   1.46,  47.46
  2526,29, 120.50,   0.76, 121.26
  2527,29, 129.50,   0.78, 130.28
  2528,29, 133.50,   0.66, 134.16
  2529,29, 170.00,  -1.13, 168.87
  2530,29,  72.00,   2.27,  74.27
  2531,29,  52.50,   1.97,  54.47
  2532,29, 162.50,  -0.77, 161.73
  2533,29, 133.00,   0.79, 133.79
  2534,29,  72.50,   2.15,  74.65
  2535,29,  72.50,   2.15,  74.65
  2536,29, 121.00,   1.01, 122.01
  2537,29, 150.00,   0.07, 150.07
  2538,29,  56.00,   1.98,  57.98
  2539,29, 160.50,  -0.28, 160.22
  2540,29, 127.00,   1.40, 128.40
  2541,29, 112.50,   1.61, 114.11
  2542,29,  61.00,   2.24,  63.24
  2543,29, 133.00,   0.66, 133.66
  2544,29, 150.50,   0.20, 150.70
  2545,29, 140.00,   0.80, 140.80
  2546,29, 106.50,   1.60, 108.10
  2547,29, 139.50,   0.17, 139.67
  2548,29,  62.00,   2.00,  64.00
  2549,29, 168.50,  -0.76, 167.74
  2550,29,  96.00,   1.58,  97.58
  2551,29, 159.50,  -0.28, 159.22
  2552,29,  39.00,   1.69,  40.69
  2553,29,  66.50,   2.13,  68.63
  2554,29,  60.00,   2.49,  62.49
  2555,29,  38.00,   1.94,  39.94
  2556,29,  40.00,   1.57,  41.57
  2557,29,  98.50,   1.33,  99.83
  2558,29,  85.50,   2.18,  87.68
  2559,29,  69.00,   2.14,  71.14
  2560,29,  26.50,   1.79,  28.29
  2561,29,  14.50,   0.76,  15.26
  2562,29, 137.00,   0.54, 137.54
  2563,29, 141.00,   0.55, 141.55
  2564,29, 166.50,  -0.76, 165.74
  2565,29, 126.00,   1.27, 127.27
  2566,29, 107.00,   1.85, 108.85
  2567,29,  34.50,   1.93,  36.43
  2568,29, 132.50,   0.78, 133.28
  2569,29,  76.00,   2.41,  78.41
  2570,29, 109.00,   1.23, 110.23
  2571,29, 101.00,   1.96, 102.96
  2572,29,  92.00,   1.82,  93.82
  2573,29,  30.50,   1.92,  32.42
  2574,29, 138.50,   0.55, 139.05
  2575,29, 143.00,   0.56, 143.56
  2576,29, 164.00,  -0.39, 163.61
  2577,29,  23.00,   1.40,  24.40
  2578,29, 125.50,   0.77, 126.27
  2579,29,  68.50,   2.26,  70.76
  2580,29,  51.50,   1.97,  53.47
  2581,29,  45.00,   1.96,  46.96
  2582,29, 123.50,   0.89, 124.39
  2583,29, 120.50,   1.51, 122.01
  2584,29,  22.00,   1.40,  23.40
  2585,29, 111.50,   0.99, 112.49
  2586,29,  78.50,   2.04,  80.54
  2587,29, 153.00,  -0.04, 152.96
  2588,29,  37.00,   1.44,  38.44
  2589,29,  60.50,   1.99,  62.49
  2590,29,  94.50,   1.57,  96.07
  2591,29, 145.00,   0.19, 145.19
  2592,29, 113.50,   1.49, 114.99
  2593,29,  71.00,   2.39,  73.39
  2594,29,  79.00,   1.54,  80.54
  2595,29, 142.50,   0.56, 143.06
  2596,29, 102.00,   1.84, 103.84
  2597,29, 134.50,   1.04, 135.54
  2598,29,  82.00,   2.17,  84.17
  2599,29,  10.50,  -0.13,  10.37
  2600,29, 147.50,   0.07, 147.57
  2601,29,  89.00,   2.31,  91.31
  2602,29,  96.50,   1.45,  97.95
  2603,29,  81.50,   2.17,  83.67
  2604,29,  89.50,   1.56,  91.06
  2605,29,  75.00,   2.28,  77.28
  2606,29, 133.50,   0.66, 134.16
  2607,29, 140.00,   0.30, 140.30
  2608,29,  14.50,   0.38,  14.88
  2609,29,  96.00,   1.58,  97.58
  2610,29,  15.00,   0.88,  15.88
  2611,29,  35.00,   1.93,  36.93
  2612,29,  63.00,   2.00,  65.00
  2613,29,  26.00,   1.41,  27.41
  2614,29, 153.00,   0.08, 153.08
  2615,29,  61.50,   2.00,  63.50
  2616,29,  84.50,   1.92,  86.42
  2617,29,  94.00,   1.70,  95.70
  2618,29,  20.50,   1.15,  21.65
  2619,29,  30.00,   1.17,  31.17
  2620,29,  54.00,   2.10,  56.10
  2621,29, 139.50,   0.55, 140.05
  2622,29,  66.50,   1.88,  68.38
  2623,29,  99.00,   1.58, 100.58
  2624,29, 168.00,  -0.64, 167.36
  2625,29, 126.50,   1.40, 127.90
  2626,29, 129.00,   0.78, 129.78
  2627,29,  26.00,   1.41,  27.41
  2628,29, 143.00,   0.18, 143.18
  2629,29, 149.00,   0.07, 149.07
  2630,29,  91.50,   2.07,  93.57
  2631,29, 158.00,  -0.28, 157.72
  2632,29,  31.50,   1.92,  33.42
  2633,29, 158.50,  -0.16, 158.34
  2634,29, 120.00,   1.51, 121.51
  2635,29,  76.00,   2.28,  78.28
  2636,29, 114.50,   1.49, 115.99
  2637,29, 104.00,   1.84, 105.84
  2638,29, 153.50,  -0.17, 153.33
  2639,29,  54.50,   1.98,  56.48
  2640,29,  48.00,   2.21,  50.21
  2641,29,  46.00,   2.08,  48.08
  2642,29, 103.50,   1.22, 104.72
  2643,29,  72.50,   2.15,  74.65
  2644,29, 168.00,  -0.76, 167.24
  2645,29,  28.50,   1.79,  30.29
  2646,29, 137.50,   0.42, 137.92
  2647,29,  82.00,   2.04,  84.04
  2648,29, 170.00,  -1.13, 168.87
  2649,29, 145.00,   0.94, 145.94
  2650,29,  65.50,   2.51,  68.01
  2651,29, 124.00,   1.01, 125.01
  2652,29, 107.50,   1.60, 109.10
  2653,29,  83.00,   2.30,  85.30
  2654,29, 134.00,   0.66, 134.66
  2655,29, 100.00,   1.71, 101.71
  2656,29, 102.50,   1.47, 103.97
  2657,29,  36.50,   1.94,  38.44
  2658,29,  20.00,   1.40,  21.40
  2659,29, 147.00,  -0.06, 146.94
  2660,29, 139.00,   1.18, 140.18
  2661,29,  34.50,   1.93,  36.43
  2662,29, 143.00,   0.18, 143.18
  2663,29, 152.50,  -0.30, 152.20
  2664,29, 126.50,   1.15, 127.65
  2665,29, 159.50,  -0.53, 158.97
  2666,29,  43.50,   1.45,  44.95
  2667,29,  84.50,   1.92,  86.42
  2668,29,  70.00,   1.76,  71.76
  2669,29, 156.50,  -0.29, 156.21
  2670,29,  64.50,   2.00,  66.50
  2671,29,  10.50,  -0.62,   9.88
  2672,29,  91.00,   1.56,  92.56
  2673,29, 144.50,   0.19, 144.69
  2674,29,  60.00,   2.37,  62.37
  2675,29,  37.50,   1.94,  39.44
  2676,29, 147.50,  -0.06, 147.44
  2677,29, 153.50,  -0.29, 153.21
  2678,29,  10.00,  -0.62,   9.38
  2679,29,  18.50,   0.39,  18.89
  2680,29, 109.00,   1.10, 110.10
  2681,29, 132.00,   0.53, 132.53
  2682,29, 126.00,   1.40, 127.40
  2683,29,  26.00,   1.41,  27.41
  2684,29,  79.50,   2.04,  81.54
  2685,29, 120.50,   1.13, 121.63
  2686,29, 126.50,   1.02, 127.52
  2687,29, 151.00,  -0.30, 150.70
  2688,29,  24.00,   1.41,  25.41
  2689,29, 166.50,  -0.76, 165.74
  2690,29, 106.00,   1.35, 107.35
  2691,29, 118.50,   1.13, 119.63
  2692,29, 143.00,   0.18, 143.18
  2693,29,  84.00,   2.05,  86.05
  2694,29,  74.50,   2.03,  76.53
  2695,29,  21.00,   1.02,  22.02
  2696,29, 159.00,  -0.28, 158.72
  2697,29, 143.00,   0.68, 143.68
  2698,29, 167.50,  -0.39, 167.11
  2699,29,  18.00,   0.77,  18.77
  2700,29,  48.00,   2.21,  50.21
  2701,29,  54.00,   1.73,  55.73
  2702,29,  13.50,  -0.12,  13.38
  2703,29, 160.50,  -0.28, 160.22
  2704,29,  84.50,   2.17,  86.67
  2705,29, 138.00,   0.17, 138.17
  2706,29, 103.50,   1.84, 105.34
  2707,29,  16.00,   0.89,  16.89
  2708,29, 136.00,   0.17, 136.17
  2709,29,  57.50,   2.11,  59.61
  2710,29,  69.00,   1.51,  70.51
  2711,29,  22.00,   1.28,  23.28
  2712,29, 158.50,  -0.16, 158.34
  2713,29, 141.50,   0.68, 142.18
  2714,29,  97.50,   1.95,  99.45
  2715,29,  98.00,   1.58,  99.58
  2716,29,  50.50,   1.84,  52.34
  2717,29,  11.00,  -0.13,  10.87
  2718,29, 155.00,  -0.17, 154.83
  2719,29,  15.00,   0.88,  15.88
  2720,29,  97.00,   1.58,  98.58
  2721,29,  55.00,   1.98,  56.98
  2722,29, 159.00,  -0.28, 158.72
  2723,29, 101.50,   1.59, 103.09
  2724,29,  36.50,   1.94,  38.44
  2725,29, 162.50,  -0.65, 161.85
  2726,29, 144.00,   0.69, 144.69
  2727,29,  35.50,   1.56,  37.06
  2728,29, 129.00,   0.65, 129.65
  2729,29,  33.50,   1.55,  35.05
  2730,29,  17.00,   0.39,  17.39
  2731,29,  14.00,   0.88,  14.88
  2732,29, 169.00,  -1.13, 167.87
  2733,29, 111.50,   1.49, 112.99
  2734,29, 123.00,   0.64, 123.64
  2735,29, 153.00,  -0.17, 152.83
  2736,29, 160.50,  -0.65, 159.85
  2737,29,  20.00,   1.02,  21.02
  2738,29,  30.50,   0.92,  31.42
  2739,29, 116.50,   0.75, 117.25
  2740,29,  42.50,   1.70,  44.20
  2741,29,  41.00,   2.07,  43.07
  2742,29,  89.50,   2.06,  91.56
  2743,29, 169.50,  -0.88, 168.62
  2744,29, 125.00,   1.39, 126.39
  2745,29,  47.00,   1.96,  48.96
  2746,29, 140.00,   0.18, 140.18
  2747,29, 110.00,   1.61, 111.61
  2748,29,  48.00,   1.96,  49.96
  2749,29, 166.50,  -0.89, 165.61
  2750,29, 164.50,  -0.39, 164.11
  2751,29,  13.50,  -0.12,  13.38
  2752,29, 102.50,   1.21, 103.71
  2753,29,  61.50,   2.12,  63.62
  2754,29, 141.00,   0.30, 141.30
  2755,29,  57.50,   1.99,  59.49
  2756,29,  92.00,   1.57,  93.57
  2757,29, 164.50,  -0.77, 163.73
  2758,29, 134.50,   0.91, 135.41
  2759,29,  26.50,   1.91,  28.41
  2760,29,  80.50,   2.04,  82.54
  2761,29, 105.00,   1.47, 106.47
  2762,29,  13.00,  -0.12,  12.88
  2763,29, 149.00,   0.07, 149.07
  2764,29, 131.50,   0.91, 132.41
  2765,29,  58.00,   1.99,  59.99
  2766,29,  63.00,   1.50,  64.50
  2767,29,  53.50,   1.98,  55.48
  2768,29,  88.50,   1.93,  90.43
  2769,29, 108.00,   1.10, 109.10
  2770,29,  83.50,   1.92,  85.42
  2771,29, 122.00,   0.76, 122.76
  2772,29,  58.00,   1.86,  59.86
  2773,29,  31.00,   1.55,  32.55
  2774,29,  38.00,   1.06,  39.06
  2775,29,  19.50,   0.89,  20.39
  2776,29, 130.00,   0.65, 130.65
  2777,29,  62.50,   1.87,  64.37
  2778,29, 169.00,  -1.01, 167.99
  2779,29, 118.50,   1.63, 120.13
  2780,29,  56.50,   1.98,  58.48
  2781,29,  58.50,   1.99,  60.49
  2782,29, 158.50,  -0.66, 157.84
  2783,29, 104.50,   1.60, 106.10
  2784,29,  14.50,   0.51,  15.01
  2785,29, 110.50,   1.11, 111.61
  2786,29, 103.00,   1.59, 104.59
  2787,29,  59.50,   1.99,  61.49
  2788,29, 134.00,   0.79, 134.79
  2789,29,  28.50,   1.92,  30.42
  2790,29, 127.00,   0.65, 127.65
  2791,29,  48.00,   1.96,  49.96
  2792,29,  98.00,   1.20,  99.20
  2793,29, 158.00,  -0.16, 157.84
  2794,29,  29.00,   1.67,  30.67
  2795,29,  72.00,   2.02,  74.02
  2796,29,  73.50,   1.90,  75.40
  2797,29,  66.50,   2.01,  68.51
  2798,29,  97.50,   1.45,  98.95
  2799,29, 165.50,  -1.02, 164.48
  2800,29,  33.00,   1.43,  34.43
  2801,29,  53.50,   2.10,  55.60
  2802,29, 137.00,   0.54, 137.54
  2803,29,  86.50,   2.05,  88.55
  2804,29, 169.00,  -0.76, 168.24
  2805,29, 123.00,   1.39, 124.39
  2806,29, 130.00,   0.90, 130.90
  2807,29,  45.00,   1.71,  46.71
  2808,29, 126.50,   0.77, 127.27
  2809,29, 111.50,   1.49, 112.99
  2810,29,  78.50,   2.04,  80.54
  2811,29,  90.00,   1.69,  91.69
  2812,29, 153.00,  -0.30, 152.70
  2813,29,  89.50,   2.19,  91.69
  2814,29, 113.50,   0.99, 114.49
  2815,29,  86.00,   2.05,  88.05
  2816,29, 102.50,   1.09, 103.59
  2817,29, 107.00,   0.97, 107.97
  2818,29,  61.00,   2.24,  63.24
  2819,29, 126.50,   1.02, 127.52
  2820,29,  63.00,   2.00,  65.00
  2821,29,  91.00,   1.69,  92.69
  2822,29,  51.00,   1.85,  52.85
  2823,29,  29.50,   1.79,  31.29
  2824,29, 105.50,   1.10, 106.60
  2825,29, 114.50,   1.12, 115.62
  2826,29,  48.50,   1.96,  50.46
  2827,29,  62.00,   1.75,  63.75
  2828,29,  47.00,   2.09,  49.09
  2829,29, 136.00,   0.67, 136.67
  2830,29, 166.00,  -0.39, 165.61
  2831,29,  98.50,   2.08, 100.58
  2832,29, 121.00,   1.13, 122.13
  2833,29, 131.50,   0.78, 132.28
  2834,29,  25.50,   1.41,  26.91
  2835,29,  97.50,   1.83,  99.33
  2836,29, 157.50,  -0.16, 157.34
  2837,29, 142.50,   1.06, 143.56
  2838,29,  31.50,   1.67,  33.17
  2839,29,  64.50,   2.00,  66.50
  2840,29,  14.50,   0.63,  15.13
  2841,29,  22.50,   0.78,  23.28
  2842,29, 122.00,   1.01, 123.01
  2843,29, 122.50,   1.01, 123.51
  2844,29, 145.00,   0.31, 145.31
  2845,29, 152.00,   0.20, 152.20
  2846,29, 137.50,   0.67, 138.17
  2847,29, 142.00,   0.31, 142.31
  2848,29, 126.00,   1.52, 127.52
  2849,29, 124.00,   1.64, 125.64
  2850,29,  13.00,  -0.12,  12.88
  2851,29, 102.00,   1.34, 103.34
  2852,29, 103.50,   1.22, 104.72
  2853,29, 113.00,   1.11, 114.11
  2854,29, 168.00,  -0.76, 167.24
  2855,29, 163.00,  -0.02, 162.98
  2856,29,  65.50,   2.51,  68.01
  2857,29,  82.00,   2.04,  84.04
  2858,29, 114.50,   1.24, 115.74
  2859,29, 100.50,   1.84, 102.34
  2860,29,  87.50,   2.06,  89.56
  2861,29, 155.00,   0.09, 155.09
  2862,29,  32.00,   2.05,  34.05
  2863,29,  61.00,   1.99,  62.99
  2864,29,  54.00,   2.23,  56.23
  2865,29,  46.00,   1.96,  47.96
  2866,29,  57.50,   1.48,  58.98
  2867,29, 161.00,  -0.28, 160.72
  2868,29, 124.00,   1.27, 125.27
  2869,29,  50.50,   2.09,  52.59
  2870,29,  46.00,   1.96,  47.96
  2871,29, 101.00,   1.59, 102.59
  2872,29, 126.50,   0.64, 127.14
  2873,29,  37.00,   1.69,  38.69
  2874,29,  83.00,   2.17,  85.17
  2875,29,  76.00,   2.15,  78.15
  2876,29,  67.00,   2.51,  69.51
  2877,29, 126.50,   0.77, 127.27
  2878,29,  21.00,   0.90,  21.90
  2879,29,  54.50,   1.98,  56.48
  2880,29,  42.50,   1.70,  44.20
  2881,29, 147.50,   0.07, 147.57
  2882,29,  36.50,   1.94,  38.44
  2883,29, 114.50,   0.87, 115.37
  2884,29, 138.50,   0.55, 139.05
  2885,29, 149.50,  -0.05, 149.45
  2886,29, 126.50,   1.52, 128.02
  2887,29, 144.00,   0.06, 144.06
  2888,29, 114.00,   1.49, 115.49
  2889,29,  59.00,   1.99,  60.99
  2890,29, 100.50,   1.59, 102.09
  2891,29,  85.00,   2.43,  87.43
  2892,29,  25.00,   1.41,  26.41
  2893,29,  33.00,   1.18,  34.18
  2894,29, 109.50,   1.36, 110.86
  2895,29, 159.50,  -0.28, 159.22
  2896,29,  59.50,   1.99,  61.49
  2897,29,  65.50,   1.88,  67.38
  2898,29, 102.50,   1.21, 103.71
  2899,29, 101.50,   2.09, 103.59
  2900,29,  35.00,   1.93,  36.93
  2901,29,  16.00,   1.01,  17.01
  2902,29, 117.00,   1.00, 118.00
  2903,29,  90.00,   2.19,  92.19
  2904,29,  33.50,   1.68,  35.18
  2905,29,  65.50,   2.00,  67.50
  2906,29,  10.50,  -0.38,  10.12
  2907,29, 156.50,  -0.29, 156.21
  2908,29, 160.00,  -0.28, 159.72
  2909,29, 157.00,   0.22, 157.22
  2910,29,  50.00,   2.09,  52.09
  2911,29, 124.50,   0.77, 125.27
  2912,29,  12.00,  -0.13,  11.87
  2913,29,  48.50,   1.84,  50.34
  2914,29, 125.00,   1.02, 126.02
  2915,29,  30.50,   1.67,  32.17
  2916,29,  29.50,   1.92,  31.42
  2917,29, 100.00,   1.96, 101.96
  2918,29,  26.00,   1.29,  27.29
  2919,29,  33.00,   1.30,  34.30
  2920,29, 146.00,   0.57, 146.57
  2921,29, 167.50,  -0.76, 166.74
  2922,29, 164.00,  -0.02, 163.98
  2923,29, 148.00,   0.57, 148.57
  2924,29,  19.00,   0.77,  19.77
  2925,29, 159.00,  -0.28, 158.72
  2926,29,  65.50,   2.51,  68.01
  2927,29, 127.00,   1.02, 128.02
  2928,29,  82.00,   1.92,  83.92
  2929,29,  98.50,   1.46,  99.96
  2930,29,  11.00,  -0.13,  10.87
  2931,29, 122.00,   1.01, 123.01
  2932,29,  64.00,   2.50,  66.50
  2933,29,  48.00,   2.09,  50.09
  2934,29, 110.50,   1.11, 111.61
  2935,29, 129.50,   0.65, 130.15
  2936,29, 162.50,  -0.52, 161.98
  2937,29, 156.00,   0.21, 156.21
  2938,29, 138.00,   1.17, 139.17
  2939,29,  78.00,   2.28,  80.28
  2940,29,  80.00,   1.54,  81.54
  2941,29, 135.00,   0.66, 135.66
  2942,29, 113.50,   1.49, 114.99
  2943,29,  45.50,   2.21,  47.71
  2944,29,  85.00,   2.30,  87.30
  2945,29,  56.50,   1.98,  58.48
  2946,29, 142.50,   0.56, 143.06
  2947,29, 116.50,   1.75, 118.25
  2948,29, 162.00,  -0.40, 161.60
  2949,29,  22.50,   1.40,  23.90
  2950,29,  62.50,   2.25,  64.75
  2951,29, 152.50,   0.20, 152.70
  2952,29,  23.50,   1.40,  24.90
  2953,29,  47.50,   2.34,  49.84
  2954,29, 121.50,   1.01, 122.51
  2955,29,  41.00,   1.95,  42.95
  2956,29, 102.50,   1.21, 103.71
  2957,29,  38.00,   1.81,  39.81
  2958,29,  34.50,   1.93,  36.43
  2959,29, 145.00,   0.06, 145.06
  2960,29,  77.50,   2.16,  79.66
  2961,29, 138.50,   0.42, 138.92
  2962,29,  12.50,  -0.12,  12.38
  2963,29,  48.00,   2.09,  50.09
  2964,29,  14.00,   0.38,  14.38
  2965,29,  52.50,   2.35,  54.85
  2966,29, 115.00,   1.12, 116.12
  2967,29,  43.50,   2.08,  45.58
  2968,29,  44.50,   1.33,  45.83
  2969,29,  37.00,   1.94,  38.94
  2970,29,  55.50,   1.98,  57.48
  2971,29, 125.00,   1.14, 126.14
  2972,29,  30.00,   1.92,  31.92
  2973,29, 111.50,   1.11, 112.61
  2974,29, 132.50,   0.91, 133.41
  2975,29,  10.50,  -0.13,  10.37
  2976,29, 137.50,   0.67, 138.17
  2977,29,  37.00,   1.69,  38.69
  2978,29, 144.00,   0.18, 144.18
  2979,29,  32.00,   1.93,  33.93
  2980,29, 117.50,   1.12, 118.62
  2981,29, 165.50,  -0.39, 165.11
  2982,29,  97.00,   2.08,  99.08
  2983,29,  59.00,   1.99,  60.99
  2984,29,  43.50,   2.20,  45.70
  2985,29,  78.00,   2.16,  80.16
  2986,29, 104.00,   1.22, 105.22
  2987,29, 116.00,   1.12, 117.12
  2988,29, 133.00,   0.66, 133.66
  2989,29,  79.50,   2.16,  81.66
  2990,29,  67.00,   2.38,  69.38
  2991,29,  51.00,   1.97,  52.97
  2992,29, 101.50,   1.34, 102.84
  2993,29, 163.00,  -0.27, 162.73
  2994,29, 135.50,   1.17, 136.67
  2995,29,  56.00,   1.86,  57.86
  2996,29,  67.50,   1.88,  69.38
  2997,29, 115.00,   1.12, 116.12
  2998,29,  68.50,   2.39,  70.89
  2999,29, 144.50,   0.19, 144.69
  3000,29,  67.50,   2.51,  70.01
  3001,29, 164.50,  -0.27, 164.23
  3002,29, 113.00,   1.49, 114.49
  3003,29,  23.00,   1.40,  24.40
  3004,29, 120.00,   1.26, 121.26
  3005,29, 127.50,   0.77, 128.27
  3006,29,  98.50,   1.96, 100.46
  3007,29, 117.50,   1.25, 118.75
  3008,29, 152.50,   0.08, 152.58
  3009,29,  91.50,   2.07,  93.57
  3010,29,  37.00,   1.94,  38.94
  3011,29, 160.50,  -0.28, 160.22
  3012,29,  29.00,   1.79,  30.79
  3013,29,  42.00,   1.95,  43.95
  3014,29,  48.50,   1.46,  49.96
  3015,29,  89.50,   2.06,  91.56
  3016,29,  67.50,   2.51,  70.01
  3017,29,  33.50,   1.68,  35.18
  3018,29, 151.00,   0.20, 151.20
  3019,29, 166.00,  -0.64, 165.36
  3020,29,  75.00,   2.28,  77.28
  3021,29,  51.00,   1.97,  52.97
  3022,29, 136.50,   0.42, 136.92
  3023,29,  83.00,   2.17,  85.17
  3024,29,  22.50,   1.40,  23.90
  3025,29,  96.50,   1.58,  98.08
  3026,29,  41.50,   1.82,  43.32
  3027,29,  83.00,   2.05,  85.05
  3028,29, 105.00,   1.35, 106.35
  3029,29,  37.50,   2.19,  39.69
  3030,29,  15.00,   1.01,  16.01
  3031,29, 168.00,  -0.89, 167.11
  3032,29,  63.50,   2.38,  65.88
  3033,29,  89.00,   2.31,  91.31
  3034,29, 143.00,   0.31, 143.31
  3035,29,  46.00,   1.96,  47.96
  3036,29,  19.50,   0.89,  20.39
  3037,29,  87.00,   2.43,  89.43
  3038,29,  17.00,   0.39,  17.39
  3039,29,  93.50,   2.07,  95.57
  3040,29, 147.00,   0.19, 147.19
  3041,29, 132.00,   1.28, 133.28
  3042,29,  33.50,   1.93,  35.43
  3043,29, 158.00,   0.09, 158.09
  3044,29,  65.50,   2.51,  68.01
  3045,29,  30.00,   1.92,  31.92
  3046,29, 148.50,   0.07, 148.57
  3047,29, 140.50,   0.93, 141.43
  3048,29,  58.00,   1.99,  59.99
  3049,29, 168.00,  -0.64, 167.36
  3050,29,  33.00,   1.43,  34.43
  3051,29,  62.00,   1.62,  63.62
  3052,29, 146.50,   0.19, 146.69
  3053,29, 160.00,  -0.40, 159.60
  3054,29, 129.50,   1.15, 130.65
  3055,29,  39.50,   1.94,  41.44
  3056,29,  53.50,   2.48,  55.98
  3057,29, 102.50,   1.21, 103.71
  3058,29,  18.50,   0.64,  19.14
  3059,29, 143.00,   0.56, 143.56
  3060,29, 128.00,   1.27, 129.27
  3061,29,  49.50,   1.97,  51.47
  3062,29,  41.00,   1.95,  42.95
  3063,29,  45.50,   1.46,  46.96
  3064,29,  89.50,   2.06,  91.56
  3065,29,  29.00,   1.54,  30.54
  3066,29, 165.00,  -0.39, 164.61
  3067,29, 125.50,   1.14, 126.64
  3068,29,  78.50,   2.29,  80.79
  3069,29, 127.00,   0.77, 127.77
  3070,29,  20.50,   0.90,  21.40
  3071,29,  64.50,   1.88,  66.38
  3072,29,  17.50,   0.89,  18.39
  3073,29, 161.50,  -0.28, 161.22
  3074,29,  69.50,   2.01,  71.51
  3075,29,  14.50,   0.76,  15.26
  3076,29, 122.00,   0.88, 122.88
  3077,29,  74.00,   2.40,  76.40
  3078,29, 115.00,   1.12, 116.12
  3079,29, 153.50,  -0.29, 153.21
