count,temperature,command,error,feedback     
  4369,29, 118.50,   1.38, 119.88
  4370,29, 116.50,   1.50, 118.00
  4371,29,  98.50,   1.83, 100.33
  4372,29, 124.00,   0.64, 124.64
  4373,29,  82.00,   2.17,  84.17
  4374,29,  58.00,   1.99,  59.99
  4375,29, 124.50,   0.64, 125.14
  4376,29, 138.00,   0.17, 138.17
  4377,29, 116.00,   1.12, 117.12
  4378,29, 119.50,   0.88, 120.38
  4379,29,  54.00,   2.10,  56.10
  4380,29, 143.50,  -0.07, 143.43
  4381,29, 110.50,   1.11, 111.61
  4382,29, 170.00,  -1.26, 168.74
  4383,29, 168.50,  -0.63, 167.87
  4384,29, 170.00,  -1.01, 168.99
  4385,29,  58.50,   1.99,  60.49
  4386,29, 157.00,  -0.54, 156.46
  4387,29, 131.50,   0.91, 132.41
  4388,29,  50.50,   1.97,  52.47
  4389,29,  92.50,   1.44,  93.94
  4390,29, 153.00,  -0.30, 152.70
  4391,29, 154.00,   0.08, 154.08
  4392,29,  74.50,   1.90,  76.40
  4393,29,  68.50,   2.39,  70.89
  4394,29,  41.50,   1.95,  43.45
  4395,29,  88.50,   2.18,  90.68
  4396,29,  43.00,   1.95,  44.95
  4397,29,  22.00,   0.90,  22.90
  4398,29,  54.50,   1.98,  56.48
  4399,29, 165.50,  -0.89, 164.61
  4400,29, 146.50,   0.57, 147.07
  4401,29, 106.00,   1.47, 107.47
  4402,29, 154.00,  -0.17, 153.83
  4403,29,  76.00,   2.03,  78.03
  4404,29,  39.50,   1.82,  41.32
  4405,29, 158.00,  -0.41, 157.59
  4406,29,  36.00,   1.43,  37.43
  4407,29, 123.00,   0.89, 123.89
  4408,29,  84.00,   2.05,  86.05
  4409,29, 138.00,   0.17, 138.17
  4410,29,  96.00,   1.70,  97.70
  4411,29,  14.00,   0.38,  14.38
  4412,30,  18.50,   0.39,  18.89
  4413,29, 167.50,  -1.01, 166.49
  4414,29,  92.50,   1.69,  94.19
  4415,29,  23.50,   1.40,  24.90
  4416,29,  55.00,   1.73,  56.73
  4417,29,  65.00,   1.50,  66.50
  4418,29, 160.00,  -0.91, 159.09
  4419,29,  22.50,   1.40,  23.90
  4420,29, 130.50,   0.53, 131.03
  4421,29, 106.00,   1.60, 107.60
  4422,29, 166.00,  -0.89, 165.11
  4423,29, 114.50,   0.99, 115.49
  4424,29, 115.00,   0.49, 115.49
  4425,29,  33.00,   1.43,  34.43
  4426,29,  36.50,   1.44,  37.94
  4427,29,  43.50,   1.08,  44.58
  4428,29,  40.00,   1.94,  41.94
  4429,29,  64.50,   2.00,  66.50
  4430,29, 143.50,  -0.07, 143.43
  4431,29,  11.50,  -0.25,  11.25
  4432,29,  84.00,   2.05,  86.05
  4433,29,  42.00,   1.82,  43.82
  4434,29,  75.50,   2.03,  77.53
  4435,29, 142.50,  -0.19, 142.31
  4436,29,  19.00,   0.89,  19.89
  4437,29,  20.00,   0.52,  20.52
  4438,29, 130.50,   0.78, 131.28
  4439,29, 164.50,  -0.89, 163.61
  4440,29,  34.50,   1.81,  36.31
  4441,29, 142.00,   0.18, 142.18
  4442,29,  91.00,   2.06,  93.06
  4443,29,  89.00,   1.93,  90.93
  4444,29,  18.50,   0.52,  19.02
  4445,29,  61.50,   1.62,  63.12
  4446,29,  26.50,   1.41,  27.91
  4447,29, 159.00,  -0.53, 158.47
  4448,29,  70.50,   2.02,  72.52
  4449,29,  80.50,   1.41,  81.91
  4450,29,  67.00,   2.01,  69.01
  4451,29,  92.50,   1.57,  94.07
  4452,29, 163.50,  -0.77, 162.73
  4453,29, 151.00,   0.08, 151.08
  4454,29, 142.00,   0.43, 142.43
  4455,29, 124.00,   1.39, 125.39
  4456,29,  17.00,   0.39,  17.39
  4457,29,  50.00,   2.22,  52.22
  4458,29, 155.50,  -0.29, 155.21
  4459,29,  50.50,   1.97,  52.47
  4460,29, 113.00,   0.99, 113.99
  4461,29, 153.50,  -0.29, 153.21
  4462,29,  64.50,   2.38,  66.88
  4463,29,  51.00,   1.97,  52.97
  4464,29,  24.00,   1.41,  25.41
  4465,29,  85.00,   2.30,  87.30
  4466,29,  61.50,   2.00,  63.50
  4467,29,  69.00,   1.51,  70.51
  4468,29,  14.50,   0.38,  14.88
  4469,29,  42.00,   2.07,  44.07
  4470,29,  28.00,   1.79,  29.79
  4471,29,  15.00,   1.13,  16.13
  4472,29, 142.00,   0.18, 142.18
  4473,29, 136.50,   0.79, 137.29
  4474,29, 150.50,  -0.30, 150.20
  4475,29,  23.50,   1.40,  24.90
  4476,29, 100.00,   1.21, 101.21
  4477,29,  44.00,   1.95,  45.95
  4478,29, 105.50,   1.10, 106.60
  4479,29,  81.50,   2.04,  83.54
  4480,29,  90.50,   1.44,  91.94
  4481,29, 138.00,   0.30, 138.30
  4482,29,  89.00,   1.68,  90.68
  4483,29,  67.00,   2.38,  69.38
  4484,29, 118.00,   1.13, 119.13
  4485,29, 109.00,   1.48, 110.48
  4486,29,  10.00,  -0.62,   9.38
  4487,29, 118.00,   1.13, 119.13
  4488,29, 159.50,  -0.28, 159.22
  4489,29,  42.50,   1.70,  44.20
  4490,29, 112.50,   1.11, 113.61
  4491,29,  32.50,   1.80,  34.30
  4492,29,  77.50,   2.16,  79.66
  4493,29, 167.00,  -1.14, 165.86
  4494,29, 139.00,   0.67, 139.67
  4495,29,  60.00,   2.24,  62.24
  4496,29,  52.50,   2.22,  54.72
  4497,29,  46.50,   1.96,  48.46
  4498,29,  84.00,   2.05,  86.05
  4499,29,  91.00,   1.56,  92.56
  4500,29,  10.00,  -0.50,   9.50
  4501,29, 151.50,  -0.30, 151.20
  4502,29, 159.50,  -0.53, 158.97
  4503,29, 158.50,   0.09, 158.59
  4504,29,  69.00,   2.14,  71.14
  4505,29,  34.50,   1.43,  35.93
  4506,29,  50.00,   1.84,  51.84
  4507,29,  48.00,   1.96,  49.96
  4508,29,  84.00,   2.05,  86.05
  4509,29,  83.50,   2.55,  86.05
  4510,29,  11.00,  -0.13,  10.87
  4511,29, 133.50,   0.29, 133.79
  4512,29,  73.50,   2.02,  75.52
  4513,29,  48.50,   1.84,  50.34
  4514,29,  55.50,   1.48,  56.98
  4515,29,  77.00,   1.78,  78.78
  4516,29,  47.50,   1.59,  49.09
  4517,29,  51.00,   1.59,  52.59
  4518,29,  24.50,   1.53,  26.03
  4519,29,  90.50,   1.56,  92.06
  4520,29,  64.50,   2.00,  66.50
  4521,29,  94.00,   1.82,  95.82
  4522,29, 166.00,  -0.89, 165.11
  4523,29,  96.50,   1.95,  98.45
  4524,29,  83.00,   2.05,  85.05
  4525,29, 165.00,  -0.89, 164.11
  4526,29, 134.00,   0.79, 134.79
  4527,29, 124.50,   1.14, 125.64
  4528,29,  43.50,   1.95,  45.45
  4529,29,  72.50,   1.65,  74.15
  4530,29,  39.00,   1.82,  40.82
  4531,29, 147.00,  -0.06, 146.94
  4532,29,  60.50,   2.24,  62.74
  4533,29, 129.50,   0.65, 130.15
  4534,29,  15.00,   0.38,  15.38
  4535,31, 147.50,  -0.06, 147.44
  4536,29, 123.50,   1.14, 124.64
  4537,29, 124.00,   0.64, 124.64
  4538,29, 101.50,   1.59, 103.09
  4539,29, 158.50,  -0.41, 158.09
  4540,29,  64.00,   2.38,  66.38
  4541,29,  39.00,   1.57,  40.57
  4542,29, 125.50,   0.64, 126.14
  4543,29, 127.50,   0.65, 128.15
  4544,29,  33.00,   1.55,  34.55
  4545,29, 155.00,  -0.29, 154.71
  4546,29, 160.50,  -0.53, 159.97
  4547,29, 132.50,   1.16, 133.66
  4548,29,  81.00,   2.17,  83.17
  4549,29,  14.00,   0.38,  14.38
  4550,29,  21.50,   0.77,  22.27
  4551,29,  45.00,   1.96,  46.96
  4552,29, 111.00,   0.98, 111.98
  4553,29, 165.50,  -0.39, 165.11
  4554,29, 154.00,   0.33, 154.33
  4555,29,  57.50,   1.99,  59.49
  4556,29,  12.50,  -0.12,  12.38
  4557,29, 130.50,   0.53, 131.03
  4558,29,  11.50,  -0.13,  11.37
  4559,29, 119.50,   0.75, 120.25
  4560,29, 114.50,   1.49, 115.99
  4561,29, 156.00,  -0.16, 155.84
  4562,29, 152.00,   0.20, 152.20
  4563,29, 162.50,  -0.77, 161.73
  4564,29, 138.50,   0.80, 139.30
  4565,29,  70.00,   2.27,  72.27
  4566,29,  36.00,   1.94,  37.94
  4567,29, 120.50,   1.01, 121.51
  4568,29,  52.50,   1.97,  54.47
  4569,29,  16.50,   0.89,  17.39
  4570,29,  47.50,   1.96,  49.46
  4571,29,  67.50,   2.39,  69.89
  4572,29, 116.50,   1.12, 117.62
  4573,29,  57.00,   1.86,  58.86
  4574,29, 127.00,   0.90, 127.90
  4575,29, 162.50,  -0.77, 161.73
  4576,29, 153.00,   0.21, 153.21
  4577,29,  64.00,   2.50,  66.50
  4578,29, 109.50,   0.98, 110.48
  4579,29,  11.50,  -0.25,  11.25
  4580,29,  99.50,   1.58, 101.08
  4581,29,  83.50,   1.92,  85.42
  4582,29, 143.00,   0.06, 143.06
  4583,29,  23.50,   1.40,  24.90
  4584,29,  52.50,   2.22,  54.72
  4585,29,  18.00,   0.77,  18.77
  4586,29, 155.00,  -0.29, 154.71
  4587,29,  90.00,   2.06,  92.06
  4588,29, 145.50,   0.19, 145.69
  4589,29,  33.00,   1.43,  34.43
  4590,29, 153.50,  -0.29, 153.21
  4591,29,  70.50,   2.02,  72.52
  4592,29,  87.00,   2.06,  89.06
  4593,29,  57.50,   1.99,  59.49
  4594,29, 100.00,   1.21, 101.21
  4595,29, 137.50,   0.17, 137.67
  4596,29, 162.50,  -0.90, 161.60
  4597,29, 168.00,  -0.89, 167.11
  4598,29, 101.50,   1.59, 103.09
  4599,29, 127.00,   0.52, 127.52
  4600,29, 131.00,   0.53, 131.53
  4601,29,  62.00,   2.00,  64.00
  4602,29, 121.00,   0.76, 121.76
  4603,29, 104.00,   1.47, 105.47
  4604,29,  20.00,   1.15,  21.15
  4605,29, 102.00,   1.09, 103.09
  4606,29,  22.50,   1.40,  23.90
  4607,29, 160.50,  -0.65, 159.85
  4608,29,  88.00,   2.06,  90.06
  4609,29, 103.50,   1.09, 104.59
  4610,29,  61.00,   2.12,  63.12
  4611,29, 166.00,  -0.77, 165.23
  4612,29,  12.50,  -0.12,  12.38
  4613,29, 168.50,  -1.26, 167.24
  4614,29, 127.00,   1.27, 128.27
  4615,29,  90.00,   2.06,  92.06
  4616,29,  53.00,   1.98,  54.98
  4617,29, 118.00,   0.62, 118.62
  4618,29,  37.50,   1.44,  38.94
  4619,29, 140.00,   0.05, 140.05
  4620,29,  38.50,   1.82,  40.32
  4621,29, 134.00,   0.66, 134.66
  4622,29,  97.50,   1.70,  99.20
  4623,29,  39.00,   1.69,  40.69
  4624,29, 116.50,   0.62, 117.12
  4625,29, 105.00,   1.47, 106.47
  4626,29, 119.50,   0.88, 120.38
  4627,29, 129.50,   0.40, 129.90
  4628,29, 139.50,   0.05, 139.55
  4629,29,  46.00,   1.71,  47.71
  4630,29, 114.00,   0.99, 114.99
  4631,29,  76.50,   1.91,  78.41
  4632,29,  70.00,   1.76,  71.76
  4633,29, 141.50,   0.05, 141.55
  4634,29, 121.50,   1.51, 123.01
  4635,29,  92.00,   2.07,  94.07
  4636,29,  19.50,   0.89,  20.39
  4637,29,  99.00,   1.21, 100.21
  4638,29,  40.50,   1.95,  42.45
  4639,29, 164.50,  -0.77, 163.73
  4640,29,  43.00,   1.58,  44.58
  4641,29, 115.50,   0.87, 116.37
  4642,29, 124.50,   0.51, 125.01
  4643,29,  50.00,   1.97,  51.97
  4644,29,  90.50,   1.56,  92.06
  4645,29,  75.50,   2.28,  77.78
  4646,29, 160.00,  -0.28, 159.72
  4647,29,  79.00,   2.04,  81.04
  4648,29,  43.50,   1.95,  45.45
  4649,29,  12.50,  -0.12,  12.38
  4650,29, 150.50,  -0.05, 150.45
  4651,29, 148.50,   0.20, 148.70
  4652,29,  57.50,   1.99,  59.49
  4653,29,  10.50,  -0.25,  10.25
  4654,29,  50.00,   1.97,  51.97
  4655,29, 104.50,   1.09, 105.59
  4656,29,  45.00,   1.46,  46.46
  4657,29,  49.50,   1.47,  50.97
  4658,29,  25.50,   1.41,  26.91
  4659,29,  53.00,   1.98,  54.98
  4660,29,  48.00,   1.96,  49.96
  4661,29,  26.50,   1.79,  28.29
  4662,29,  22.00,   1.65,  23.65
  4663,29,  86.00,   2.30,  88.30
  4664,29,  22.00,   1.03,  23.03
  4665,29,  25.50,   1.03,  26.53
  4666,29,  76.00,   2.03,  78.03
  4667,29,  94.00,   1.45,  95.45
  4668,29,  96.00,   1.58,  97.58
  4669,29, 154.00,  -0.29, 153.71
  4670,29, 169.00,  -1.13, 167.87
  4671,29,  16.50,   0.64,  17.14
  4672,29, 120.00,   0.88, 120.88
  4673,29,  62.00,   2.12,  64.12
  4674,29,  49.50,   2.09,  51.59
  4675,29,  66.00,   1.88,  67.88
  4676,29,  19.00,   0.77,  19.77
  4677,29, 152.50,  -0.30, 152.20
  4678,29, 169.00,  -1.39, 167.61
  4679,29,  31.00,   1.80,  32.80
  4680,29,  45.00,   1.46,  46.46
  4681,29, 162.50,  -1.02, 161.48
  4682,29,  85.00,   2.05,  87.05
  4683,29,  52.50,   1.97,  54.47
  4684,29,  51.50,   2.22,  53.72
  4685,29,  19.50,   0.64,  20.14
  4686,29,  36.50,   1.94,  38.44
  4687,29, 143.50,  -0.07, 143.43
  4688,29,  83.00,   1.92,  84.92
  4689,31,  51.00,   1.59,  52.59
  4690,31, 154.00,  -0.42, 153.58
  4691,29, 156.50,  -0.29, 156.21
  4692,29,  17.50,   0.26,  17.76
  4693,29, 115.50,   0.99, 116.49
  4694,29,  94.50,   1.70,  96.20
  4695,29,  90.50,   2.06,  92.56
  4696,29,  96.50,   1.58,  98.08
  4697,29,  14.00,   0.13,  14.13
  4698,29, 128.50,   0.65, 129.15
  4699,29, 157.00,  -0.66, 156.34
  4700,29, 113.50,   1.62, 115.12
  4701,29,  40.00,   1.94,  41.94
  4702,29, 133.50,   0.16, 133.66
  4703,29,  19.00,   0.77,  19.77
  4704,29,  69.50,   1.76,  71.26
  4705,29, 110.00,   1.11, 111.11
  4706,29,  69.00,   2.01,  71.01
  4707,29,  10.50,  -0.38,  10.12
  4708,29,  81.50,   1.54,  83.04
  4709,29,  96.50,   1.58,  98.08
  4710,29,  93.50,   2.20,  95.70
  4711,29,  39.50,   1.57,  41.07
  4712,29,  77.00,   2.16,  79.16
  4713,29,  50.00,   1.97,  51.97
  4714,29,  22.50,   1.40,  23.90
  4715,29,  35.50,   1.43,  36.93
  4716,29, 154.00,  -0.29, 153.71
  4717,29,  76.50,   2.03,  78.53
  4718,29, 148.50,   0.20, 148.70
  4719,29, 127.50,   1.02, 128.52
  4720,29, 145.00,  -0.06, 144.94
  4721,29,  20.00,   1.40,  21.40
  4722,29,  27.50,   0.91,  28.41
  4723,29,  78.00,   2.16,  80.16
  4724,29, 147.00,   0.07, 147.07
  4725,29,  97.00,   1.58,  98.58
  4726,29,  16.50,   0.76,  17.26
  4727,29, 118.50,   0.88, 119.38
  4728,29,  17.00,   0.39,  17.39
  4729,29, 154.50,  -0.42, 154.08
  4730,29, 117.00,   1.50, 118.50
  4731,29, 146.00,   0.19, 146.19
  4732,29, 128.00,   1.15, 129.15
  4733,29,  59.00,   1.99,  60.99
  4734,29, 145.50,  -0.06, 145.44
  4735,29, 124.00,   1.14, 125.14
  4736,29, 122.00,   1.14, 123.14
  4737,29, 110.00,   1.36, 111.36
  4738,29,  75.00,   2.03,  77.03
  4739,29, 123.50,   0.76, 124.26
  4740,29,  24.00,   1.41,  25.41
  4741,29,  44.50,   1.96,  46.46
  4742,29, 134.00,   0.66, 134.66
  4743,29, 135.50,   0.16, 135.66
  4744,29, 130.50,   1.16, 131.66
  4745,29, 162.00,  -0.65, 161.35
  4746,29,  15.50,   0.76,  16.26
  4747,29, 123.00,   0.89, 123.89
  4748,29,  45.50,   1.58,  47.08
  4749,29,  18.00,   0.77,  18.77
  4750,29,  75.50,   2.03,  77.53
  4751,29, 134.00,   0.54, 134.54
  4752,29, 156.50,  -0.29, 156.21
  4753,29,  98.00,   1.58,  99.58
  4754,29, 149.00,  -0.05, 148.95
  4755,29,  63.50,   2.00,  65.50
  4756,29, 126.50,   0.52, 127.02
  4757,29,  75.50,   2.15,  77.65
  4758,29,  89.50,   1.56,  91.06
  4759,29,  44.00,   1.95,  45.95
  4760,29, 101.00,   1.09, 102.09
  4761,29,  62.00,   2.00,  64.00
  4762,29, 155.50,  -0.41, 155.09
  4763,29,  29.00,   1.67,  30.67
  4764,29, 127.00,   0.65, 127.65
  4765,29, 142.50,   0.06, 142.56
  4766,29,  92.50,   1.82,  94.32
  4767,29, 104.50,   1.09, 105.59
  4768,29,  94.00,   2.07,  96.07
  4769,29,  48.00,   1.96,  49.96
  4770,29,  26.50,   1.79,  28.29
  4771,29,  17.50,   1.39,  18.89
  4772,29,  86.00,   1.93,  87.93
  4773,29,  38.00,   1.94,  39.94
  4774,29,  15.00,   0.88,  15.88
  4775,29,  18.50,   0.39,  18.89
  4776,29, 111.00,   1.11, 112.11
  4777,29, 132.00,   0.53, 132.53
  4778,29, 126.00,   0.89, 126.89
  4779,29,  28.50,   1.67,  30.17
  4780,29, 117.50,   1.00, 118.50
  4781,29, 146.50,   0.07, 146.57
  4782,29,  38.50,   1.44,  39.94
  4783,29,  81.00,   1.67,  82.67
  4784,29,  26.00,   1.54,  27.54
  4785,29,  94.00,   1.82,  95.82
  4786,29, 129.50,   0.53, 130.03
  4787,29,  75.50,   2.15,  77.65
  4788,29,  40.00,   1.82,  41.82
  4789,29,  38.50,   1.82,  40.32
  4790,29,  43.50,   1.33,  44.83
  4791,29,  85.50,   2.05,  87.55
  4792,29, 138.50,   0.55, 139.05
  4793,29,  67.50,   2.39,  69.89
  4794,29,  72.00,   1.52,  73.52
  4795,29, 135.50,   0.29, 135.79
  4796,29,  35.00,   1.56,  36.56
  4797,29,  56.00,   1.98,  57.98
  4798,29,  37.00,   2.06,  39.06
  4799,29,  90.00,   1.94,  91.94
  4800,29, 134.00,   0.91, 134.91
  4801,30, 159.50,  -0.28, 159.22
  4802,29, 169.00,  -1.13, 167.87
  4803,29,  12.50,  -0.12,  12.38
  4804,29, 151.50,   0.08, 151.58
  4805,29, 166.00,  -0.77, 165.23
  4806,29, 130.50,   0.90, 131.40
  4807,29,  84.50,   1.80,  86.30
  4808,29,  18.50,   0.77,  19.27
  4809,29,  84.50,   2.05,  86.55
  4810,29, 103.00,   1.09, 104.09
  4811,29, 154.50,  -0.29, 154.21
  4812,29,  75.50,   2.15,  77.65
  4813,29, 109.50,   0.98, 110.48
  4814,29,  39.50,   1.44,  40.94
  4815,29,  51.50,   1.35,  52.85
  4816,29,  55.50,   1.48,  56.98
  4817,29, 158.50,  -0.53, 157.97
  4818,29,  36.50,   2.06,  38.56
  4819,29,  21.00,   1.40,  22.40
  4820,29, 126.50,   0.64, 127.14
  4821,29,  45.00,   1.96,  46.96
  4822,29,  86.50,   2.05,  88.55
  4823,29, 106.00,   1.10, 107.10
  4824,29,  48.00,   2.09,  50.09
  4825,29, 154.50,  -0.17, 154.33
  4826,29,  33.50,   1.43,  34.93
  4827,29,  93.50,   2.07,  95.57
  4828,29,  65.00,   2.38,  67.38
  4829,29, 118.00,   0.62, 118.62
  4830,29, 159.50,  -0.41, 159.09
  4831,31, 164.00,  -0.65, 163.35
  4832,29,  99.50,   1.58, 101.08
  4833,29,  93.00,   2.07,  95.07
  4834,29,  10.00,  -0.25,   9.75
  4835,29, 116.50,   0.62, 117.12
  4836,29, 170.00,  -1.13, 168.87
  4837,29, 129.00,   1.03, 130.03
  4838,29, 163.00,  -0.77, 162.23
  4839,29,  57.00,   1.98,  58.98
  4840,29, 161.00,  -0.78, 160.22
  4841,29, 126.00,   1.14, 127.14
  4842,29, 144.00,   0.18, 144.18
  4843,29,  30.50,   1.80,  32.30
  4844,29, 165.50,  -0.89, 164.61
  4845,29, 133.50,   1.16, 134.66
  4846,29,  92.50,   2.07,  94.57
  4847,29,  51.00,   1.59,  52.59
  4848,29, 147.00,  -0.18, 146.82
  4849,29, 158.00,  -0.41, 157.59
  4850,29,  72.50,   2.02,  74.52
  4851,29,  13.50,  -0.12,  13.38
  4852,29,  15.50,   0.13,  15.63
  4853,29,  71.00,   2.02,  73.02
  4854,29, 125.50,   0.64, 126.14
  4855,29,  43.00,   1.95,  44.95
  4856,29,  92.50,   1.69,  94.19
  4857,29, 166.00,  -0.89, 165.11
  4858,29,  19.00,   0.64,  19.64
  4859,29, 103.50,   1.09, 104.59
  4860,29,  13.00,  -0.12,  12.88
  4861,29, 122.50,   0.76, 123.26
  4862,29, 140.00,   0.18, 140.18
  4863,29,  10.00,  -0.12,   9.88
  4864,29, 144.00,   0.18, 144.18
  4865,29, 124.00,   1.27, 125.27
  4866,29, 120.00,   1.38, 121.38
  4867,29,  17.50,   0.39,  17.89
  4868,29,  61.00,   1.99,  62.99
  4869,29, 132.00,   0.16, 132.16
  4870,29,  64.50,   2.00,  66.50
  4871,29, 129.50,   0.28, 129.78
  4872,29,  55.50,   1.86,  57.36
  4873,29,  80.50,   1.66,  82.16
  4874,29, 130.00,   0.15, 130.15
  4875,29,  19.50,   0.89,  20.39
  4876,29,  45.00,   1.96,  46.96
  4877,29,  47.00,   1.21,  48.21
  4878,29, 114.00,   0.74, 114.74
  4879,29,  99.00,   1.71, 100.71
  4880,29,  91.00,   1.94,  92.94
  4881,29, 156.50,  -0.41, 156.09
  4882,29, 143.50,   0.18, 143.68
  4883,29, 105.50,   1.22, 106.72
  4884,29, 119.00,   0.63, 119.63
  4885,29, 151.00,  -0.30, 150.70
  4886,29,  57.50,   2.11,  59.61
  4887,29,  30.00,   1.92,  31.92
  4888,29,  43.50,   1.95,  45.45
  4889,29,  51.00,   1.47,  52.47
  4890,29,  10.50,  -0.13,  10.37
  4891,29, 140.50,   0.18, 140.68
  4892,29,  60.00,   2.49,  62.49
  4893,29, 149.50,  -0.30, 149.20
  4894,29,  28.50,   1.92,  30.42
  4895,29,  34.50,   1.31,  35.81
  4896,29,  51.50,   1.97,  53.47
  4897,29,  54.00,   1.73,  55.73
  4898,29,  30.00,   1.92,  31.92
  4899,29, 116.50,   0.62, 117.12
  4900,29, 113.00,   1.49, 114.49
  4901,29,  48.50,   1.96,  50.46
  4902,29,  44.50,   1.96,  46.46
  4903,29,  51.50,   1.47,  52.97
  4904,29,  95.00,   1.32,  96.32
  4905,29,  44.50,   1.70,  46.20
  4906,29,  36.50,   1.81,  38.31
  4907,29, 146.00,  -0.19, 145.81
  4908,29,  35.00,   1.43,  36.43
  4909,29, 152.50,  -0.42, 152.08
  4910,29, 142.50,   0.56, 143.06
  4911,29,  91.00,   1.94,  92.94
  4912,29,  90.50,   2.06,  92.56
  4913,29,  26.00,   1.41,  27.41
  4914,29,  41.50,   1.95,  43.45
  4915,29,  96.50,   1.58,  98.08
  4916,29, 150.50,  -0.30, 150.20
  4917,29, 116.50,   1.12, 117.62
  4918,29, 115.00,   1.12, 116.12
  4919,31, 156.50,  -0.41, 156.09
  4920,29, 113.50,   1.24, 114.74
  4921,29,  89.00,   2.06,  91.06
  4922,29,  50.50,   1.97,  52.47
  4923,29,  47.00,   1.96,  48.96
  4924,29,  48.50,   0.46,  48.96
  4925,29, 139.00,   0.30, 139.30
  4926,29, 122.00,   1.26, 123.26
  4927,29, 112.50,   1.61, 114.11
  4928,29, 140.00,   0.18, 140.18
  4929,29,  42.00,   1.45,  43.45
  4930,29,  95.50,   1.07,  96.57
  4931,29,  90.50,   2.19,  92.69
  4932,29,  21.50,   1.40,  22.90
  4933,29,  98.00,   1.20,  99.20
  4934,29, 127.00,   0.52, 127.52
  4935,29,  46.00,   1.83,  47.83
  4936,29, 138.50,   0.05, 138.55
  4937,29,  60.00,   2.24,  62.24
  4938,29,  63.50,   1.50,  65.00
  4939,29,  19.00,   0.89,  19.89
  4940,29,  95.00,   1.45,  96.45
  4941,29,  77.00,   1.78,  78.78
  4942,29, 130.50,   0.65, 131.15
  4943,29,  27.00,   1.54,  28.54
  4944,29,  45.50,   1.96,  47.46
  4945,29, 122.50,   1.14, 123.64
  4946,29,  71.00,   2.02,  73.02
  4947,29, 169.50,  -1.26, 168.24
  4948,29, 135.00,   1.04, 136.04
  4949,29,  61.00,   2.12,  63.12
  4950,29,  60.00,   2.12,  62.12
  4951,29,  57.00,   2.11,  59.11
  4952,29, 107.00,   1.10, 108.10
  4953,29, 135.00,   0.29, 135.29
  4954,29,  16.00,   0.76,  16.76
  4955,29, 109.00,   1.10, 110.10
  4956,29,  57.50,   2.11,  59.61
  4957,29, 146.50,   0.19, 146.69
  4958,29,  91.00,   1.94,  92.94
  4959,29, 131.00,   0.53, 131.53
  4960,29, 110.50,   1.48, 111.98
  4961,29, 137.00,   0.67, 137.67
  4962,29,  54.00,   2.10,  56.10
  4963,29, 166.50,  -1.27, 165.23
  4964,29, 114.00,   1.24, 115.24
  4965,29, 132.00,   0.41, 132.41
  4966,29,  84.50,   2.05,  86.55
  4967,29,  76.00,   2.03,  78.03
  4968,29,  97.00,   1.20,  98.20
  4969,29,  61.00,   2.24,  63.24
  4970,29,  70.00,   1.51,  71.51
  4971,29,  46.00,   1.96,  47.96
  4972,29, 135.50,   0.29, 135.79
  4973,29,  75.00,   2.15,  77.15
  4974,29,  76.00,   1.53,  77.53
  4975,29,  90.50,   1.44,  91.94
  4976,29, 143.50,  -0.07, 143.43
  4977,29,  64.50,   2.13,  66.63
  4978,29, 103.50,   1.34, 104.84
  4979,29, 140.50,   0.18, 140.68
  4980,29, 118.00,   1.38, 119.38
  4981,29, 138.50,   0.17, 138.67
  4982,29,  16.00,   0.89,  16.89
  4983,29, 163.00,  -0.77, 162.23
  4984,29,  73.00,   2.02,  75.02
  4985,29,  17.00,   0.39,  17.39
  4986,29,  32.00,   1.68,  33.68
  4987,29,  30.00,   1.67,  31.67
  4988,29,  78.50,   2.04,  80.54
  4989,29, 139.50,   0.05, 139.55
  4990,29,  53.00,   2.10,  55.10
  4991,29,  46.00,   1.96,  47.96
  4992,29,  66.50,   2.01,  68.51
  4993,29, 145.50,   0.19, 145.69
  4994,29, 168.00,  -0.89, 167.11
  4995,29, 149.00,   0.20, 149.20
  4996,29,  79.50,   1.91,  81.41
  4997,29, 110.00,   1.11, 111.11
  4998,29,  75.50,   2.15,  77.65
  4999,29,  61.00,   2.12,  63.12
  5000,29, 149.50,  -0.18, 149.32
  5001,29, 137.00,   0.54, 137.54
  5002,29,  98.00,   1.83,  99.83
  5003,29,  98.00,   1.83,  99.83
  5004,29,  30.00,   1.92,  31.92
  5005,29,  43.50,   1.95,  45.45
  5006,29,  51.00,   1.59,  52.59
  5007,29, 151.00,   0.08, 151.08
  5008,29,  10.00,  -0.62,   9.38
  5009,29, 153.00,  -0.30, 152.70
  5010,29, 146.50,   0.32, 146.82
  5011,29,  21.50,   1.40,  22.90
  5012,29,  41.50,   1.82,  43.32
  5013,29,  39.50,   1.82,  41.32
  5014,29,  69.00,   2.01,  71.01
  5015,29,  19.00,   0.77,  19.77
  5016,29,  95.50,   1.07,  96.57
  5017,29,  87.50,   2.06,  89.56
  5018,29, 118.00,   0.88, 118.88
  5019,29, 143.50,   0.06, 143.56
  5020,29,  89.00,   2.06,  91.06
  5021,29, 170.00,  -1.38, 168.62
  5022,29,  76.50,   1.91,  78.41
  5023,29,  51.00,   1.85,  52.85
  5024,29, 151.00,  -0.17, 150.83
  5025,29, 126.00,   0.89, 126.89
  5026,29,  56.50,   1.98,  58.48
  5027,29, 138.00,   0.05, 138.05
  5028,29,  79.50,   2.04,  81.54
